#Datetime,soil_moisture_gravimetric[g/g],soil_moisture_volumetric[m3/m3],neutrons,muons,gamma,integration_time(s),V_in(Volt),temperature_in(°C),temperature_ext(°C),ur(%),pressure(hPa)
2023-03-12 15:00:00,0.196369844326,0.27688148049967,790.5132983455,5413.1394585343,,3609,14.11,24.56,0,0,1002.47
2023-03-12 16:00:00,0.19748246350647,0.27845027354412,730.27123838704,5134.7298223114,,3608,12.91,22.14,0,0,1002.53
2023-03-12 17:00:00,0.19440916285232,0.27411691962177,799.15535800437,5299.2639019707,,3608,12.7,16.46,0,0,1002.47
2023-03-12 18:00:00,0.19337391273539,0.2726572169569,765.85615608373,5192.1731330995,,3609,12.64,14.08,0,0,1003.03
2023-03-12 19:00:00,0.19277392261405,0.27181123088581,759.71200901282,5153.4581373476,,3608,12.52,12.75,0,0,1004.4
2023-03-12 20:00:00,0.19087069362787,0.2691276780153,766.47043337249,4968.9867517551,,3608,12.62,11.49,0,0,1005.08
2023-03-12 21:00:00,0.19068776180336,0.26886974414273,796.52802323533,5191.9327967823,,3608,12.61,10.58,0,0,1005.7
2023-03-12 22:00:00,0.18995987541217,0.26784342433116,840.38358755765,5201.8126729454,,3609,12.5,8.54,0,0,1005.71
2023-03-12 23:00:00,0.18933696365932,0.26696511875964,764.9535901537,5183.460388556,,3609,12.57,7.37,0,0,1006.34
2023-03-13 00:00:00,0.18509542388327,0.26098454767542,785.07694554901,5111.236075379,,3608,12.48,6.2,0,0,1006.46
2023-03-13 01:00:00,0.18666821380891,0.26320218147056,777.73061149835,5250.3875123057,,3608,12.57,5.73,0,0,1006.52
2023-03-13 02:00:00,0.18429600233419,0.25985736329121,820.69284997218,5000.69896564,,3609,12.51,6.09,0,0,1006.25
2023-03-13 03:00:00,0.18281489452219,0.25776900127628,797.15989524996,5249.1852897193,,3609,12.48,6.09,0,0,1006.14
2023-03-13 04:00:00,0.18070873526531,0.25479931672409,759.51415717912,5075.827729618,,3608,12.51,5.77,0,0,1005.98
2023-03-13 05:00:00,0.18019234282593,0.25407120338456,827.05515285825,5229.6838512186,,3608,12.36,6.28,0,0,1006.44
2023-03-13 06:00:00,0.17934604759815,0.25287792711339,804.13964375874,5130.7665193728,,3608,12.34,7.19,0,0,1006.79
2023-03-13 07:00:00,0.17567792503447,0.2477058742986,825.99403636204,5013.3532099993,,3608,13.3,11.98,0,0,1007.1
2023-03-13 08:00:00,0.17442006835269,0.24593229637729,838.43505743588,5240.2391545925,,3609,13.19,15.94,0,0,1007.17
2023-03-13 09:00:00,0.17434049111651,0.24582009247428,816.62941624863,5427.8905678869,,3619,14.24,20.64,0,0,1007.19
2023-03-13 10:00:00,0.17222318709082,0.24283469379806,817.77259874826,5282.6935645535,,3609,14.11,20.55,0,0,1007.31
2023-03-13 11:00:00,0.17058605746168,0.24052634102096,799.39692809382,5248.3099989143,,3608,14.05,21.14,0,0,1007.06
2023-03-13 12:00:00,0.167744361816,0.23651955016056,831.11786888169,5149.6343518225,,3608,14.2,22.08,0,0,1006.63
2023-03-13 13:00:00,0.16746666564552,0.23612799856018,783.634910268,5340.4735919292,,3609,13.07,21.26,0,0,1005.77
2023-03-13 14:00:00,0.16647779407527,0.23473368964613,805.07115734636,5216.2058863015,,3608,13.17,24.02,0,0,1004.53
2023-03-13 15:00:00,0.16446441801966,0.23189482940772,813.38276607499,5182.0800931823,,3608,12.99,21.75,0,0,1004.34
2023-03-13 16:00:00,0.15946259247109,0.22484225538424,855.65043995472,4928.5279500409,,3609,12.76,19.03,0,0,1003.74
2023-03-13 17:00:00,0.16041330924261,0.22618276603208,771.08296657863,5278.1063979656,,3608,12.64,17.04,0,0,1003.11
2023-03-13 18:00:00,0.16097086814551,0.22696892408517,738.0479374906,5092.4579984687,,3609,12.57,15.98,0,0,1002.92
2023-03-13 19:00:00,0.16159843324706,0.22785379087835,752.29308151259,5204.546348194,,3609,12.64,15.57,0,0,1002.21
2023-03-13 20:00:00,0.16117778687183,0.22726067948928,791.94694385558,5049.3186371504,,3608,12.58,14.86,0,0,1001.44
2023-03-13 21:00:00,0.16172568031963,0.22803320925067,782.03113365096,5200.1202045904,,3608,12.4,14.42,0,0,1000.65
2023-03-13 22:00:00,0.16526302593078,0.2330208665624,742.77446149409,5217.265775925,,3609,12.58,14.15,0,0,1000.71
2023-03-13 23:00:00,0.16415451774889,0.23145787002593,804.12688652542,5240.7172323628,,3609,12.45,13.81,0,0,999.75
2023-03-14 00:00:00,0.16273552764503,0.22945709397949,853.48780623673,5235.7117456922,,3608,12.53,12.8,0,0,998.47
2023-03-14 01:00:00,0.16170354867176,0.22800200362718,817.55251304429,5320.7837047195,,3609,12.51,11.69,0,0,996.63
2023-03-14 02:00:00,0.16362078312917,0.23070530421213,764.13125666442,5040.5724819984,,3609,12.5,11.97,0,0,995.7
2023-03-14 03:00:00,0.16235826149976,0.22892514871466,832.3391898021,5212.9024133582,,3608,12.56,11.91,0,0,995.04
2023-03-14 04:00:00,0.16153929622329,0.22777040767484,790.37076426373,5127.0214660557,,3609,12.46,11.71,0,0,993.65
2023-03-14 05:00:00,0.16351176776117,0.23055159254325,760.86003869606,5173.2710530483,,3609,12.39,11.29,0,0,991.94
2023-03-14 06:00:00,0.16515693405156,0.23287127701269,768.35890780259,5205.7186143526,,3608,12.36,11.68,0,0,991.73
2023-03-14 07:00:00,0.16748955861577,0.23616027764824,773.56305824719,5163.333100732,,3608,12.53,13.21,0,0,992.4
2023-03-14 08:00:00,0.16850712147928,0.23759504128578,796.05481708065,5185.3302623474,,3609,13.2,17.67,0,0,991.85
2023-03-14 09:00:00,0.16829263713494,0.23729261836026,785.0846396512,5178.463975792,,3608,12.83,17.54,0,0,991.58
2023-03-14 10:00:00,0.16750201746717,0.23617784462871,804.32882462348,5029.3534852034,,3608,13.19,20.27,0,0,991.83
2023-03-14 11:00:00,0.16854711904127,0.23765143784819,715.72098926738,4870.9412850971,,3609,13.24,21.42,0,0,992.19
2023-03-14 12:00:00,0.17044631158841,0.24032929933966,759.94410065872,5074.377449235,,3609,13.24,21.68,0,0,991.03
2023-03-14 13:00:00,0.17318265794435,0.24418754770153,711.22944312895,5224.4325955848,,3607,13.13,22.86,0,0,990.54
2023-03-14 14:00:00,0.17818852784314,0.25124582425882,704.4717213817,5272.4175859674,,3609,12.95,21.03,0,0,990.48
2023-03-14 15:00:00,0.17837574344733,0.25150979826074,777.91885089907,4993.7209003036,,3608,13.12,22.16,0,0,990.09
2023-03-14 16:00:00,0.18146415017533,0.25586445174722,766.25832341531,5069.7521464975,,3609,12.72,18.07,0,0,989.54
2023-03-14 17:00:00,0.18020581484386,0.25409019892984,779.19373297704,5109.6887753019,,3608,12.56,16.34,0,0,989.28
2023-03-14 18:00:00,0.18001780117577,0.25382509965783,778.49074329376,5340.4470195805,,3609,12.61,15.4,0,0,990.18
2023-03-14 19:00:00,0.18242160188137,0.25721445865273,713.32438205226,5258.309022549,,3607,12.62,13.96,0,0,990.83
2023-03-14 20:00:00,0.18383401744468,0.259205964597,766.07533831269,5147.1940836771,,3609,12.53,13.67,0,0,991.21
2023-03-14 21:00:00,0.18473515102623,0.26047656294699,763.69540862149,5232.309194141,,3609,12.45,12.06,0,0,991.26
2023-03-14 22:00:00,0.18314786787865,0.2582384937089,762.6771987146,5097.640532171,,3609,12.57,11.42,0,0,991.67
2023-03-14 23:00:00,0.18402361507359,0.25947329725376,778.82547506686,5236.8416407615,,3608,12.46,10.84,0,0,992.24
2023-03-15 00:00:00,0.18415826057748,0.25966314741425,840.7114874014,5189.3222336024,,3609,12.38,10.73,0,0,992.52
2023-03-15 01:00:00,0.1854719961549,0.26151551457841,771.54326984003,5256.6841326345,,3609,12.3,10.85,0,0,992.92
2023-03-15 02:00:00,0.18510768809937,0.26100184022011,793.30957242941,5162.9049369076,,3608,12.38,9.74,0,0,993.7
2023-03-15 03:00:00,0.18561852413842,0.26172211903518,791.13427409318,5061.7192580178,,3608,12.48,8.05,0,0,993.73
2023-03-15 04:00:00,0.18558778756407,0.26167878046534,807.5570168791,5232.3152339224,,3608,12.36,7.22,0,0,994
2023-03-15 05:00:00,0.18459749703976,0.26028247082606,785.73320424523,5163.4568983101,,3608,12.45,7.17,0,0,994.58
2023-03-15 06:00:00,0.18362868324368,0.25891644337359,768.50120830729,5033.8817545738,,3609,12.88,11.77,0,0,995.16
2023-03-15 07:00:00,0.18500395329003,0.26085557413894,764.0999831464,5328.2807551456,,3609,13.27,15.85,0,0,996.31
2023-03-15 08:00:00,0.18477458017249,0.26053215804322,785.03549366666,5068.6804113469,,3608,14.13,18.91,0,0,997.28
2023-03-15 09:00:00,0.18301076058771,0.25804517242867,820.37718831468,5034.4336996258,,3608,14.21,19.84,0,0,997.81
2023-03-15 10:00:00,0.18536486015308,0.26136445281584,763.8137084274,5213.3163663842,,3609,14.11,20.8,0,0,998.67
2023-03-15 11:00:00,0.18348154235664,0.25870897472286,797.95255921449,5070.5608100152,,3608,13.21,20.04,0,0,999.17
2023-03-15 12:00:00,0.1830011899484,0.25803167782724,786.37935951501,5161.6870105971,,3608,13.21,21.22,0,0,999.72
2023-03-15 13:00:00,0.17896961582889,0.25234715831874,796.43054363535,5188.5697902348,,3609,13.16,20.13,0,0,999.96
2023-03-15 14:00:00,0.17404669948369,0.24540584627201,796.37930105734,5176.325244696,,3608,13.21,20.73,0,0,1000.18
2023-03-15 15:00:00,0.17367893380156,0.2448872966602,796.81476719185,5038.7142324876,,3609,13.17,20.45,0,0,1000.53
2023-03-15 16:00:00,0.17286479127917,0.24373935570363,801.8147761485,5144.341026841,,3609,12.72,17.21,0,0,1000.59
2023-03-15 17:00:00,0.17424331183504,0.2456830696874,748.77581914306,5144.6898246508,,3608,12.72,13.39,0,0,1001.17
2023-03-15 18:00:00,0.17353214723602,0.2446803276028,782.56254813417,5245.3170662659,,3609,12.7,10.35,0,0,1002.01
2023-03-15 19:00:00,0.17261807710667,0.2433914887204,725.75034493605,5232.5992653155,,3609,12.62,8.1,0,0,1002.71
2023-03-15 20:00:00,0.17223386987272,0.24284975652053,791.13722277106,5245.3428139055,,3607,12.49,5.39,0,0,1003.7
2023-03-15 21:00:00,0.17030551277925,0.24013077301875,786.0328051606,5028.6351812686,,3609,12.48,4.49,0,0,1004.36
2023-03-15 22:00:00,0.16922227682797,0.23860341032743,786.82013551593,5052.3006250633,,3609,12.62,3.25,0,0,1005.12
2023-03-15 23:00:00,0.16828057287526,0.23727560775411,787.17526896106,5117.4209482132,,3608,12.57,3.23,0,0,1005.64
2023-03-16 00:00:00,0.16869015123949,0.23785311324768,797.75318525964,5013.9451605297,,3609,12.6,2.79,0,0,1005.93
2023-03-16 01:00:00,0.1691436397471,0.2384925320434,752.28180282704,5198.4064688711,,3608,12.39,2.11,0,0,1006.4
2023-03-16 02:00:00,0.16881785254267,0.23803317208516,790.69161886077,5081.2229185781,,3609,12.55,1.45,0,0,1006.26
2023-03-16 03:00:00,0.16842193479053,0.23747492805464,811.08268947546,5104.9176282127,,3608,12.43,1.32,0,0,1006.14
2023-03-16 04:00:00,0.16773364568888,0.23650444042132,812.55304952869,5120.1297177963,,3608,12.46,1.89,0,0,1006.43
2023-03-16 05:00:00,0.1670995834968,0.23561041273049,774.74196068353,4969.1989638119,,3609,12.35,1.99,0,0,1007.17
2023-03-16 06:00:00,0.16630100839346,0.23448442183477,797.23085541188,5061.2432399032,,3608,12.9,6.51,0,0,1007.44
